File,LineNumber,src
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,465,          if ((progress_failed == false) && (reporter != null) &&
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,466,              (reporter.progress() == false)) {
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,467,            progress_failed = true;
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,469,        }
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,470,        if (o == BAD_WRITER) {
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,471,          continue;
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,472,        }
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,473,        n++;
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,474,        WriterAndPath wap = (WriterAndPath)o;
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,475,        wap.w.close();
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,476,"        LOG.debug(""Closed "" + wap.p);"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,477,"        Path dst = getCompletedRecoveredEditsFilePath(wap.p,"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,478,          outputSink.getRegionMaximumEditLogSeqNum(logWritersEntry.getKey()));
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,479,        if (!dst.equals(wap.p) && fs.exists(dst)) {
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,480,"          LOG.warn(""Found existing old edits file. It could be the """
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,481,"              + ""result of a previous failed split attempt. Deleting "" + dst"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,482,"              + "", length="" + fs.getFileStatus(dst).getLen());"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,483,"          if (!fs.delete(dst, false)) {"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,484,"            LOG.warn(""Failed deleting of old "" + dst);"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,485,"            throw new IOException(""Failed deleting of old "" + dst);"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,488,        // Skip the unit tests which create a splitter that reads and writes the
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,489,        // data without touching disk. TestHLogSplit#testThreading is an
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,490,        // example.
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,491,        if (fs.exists(wap.p)) {
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,492,"          if (!fs.rename(wap.p, dst)) {"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,493,"            throw new IOException(""Failed renaming "" + wap.p + "" to "" + dst);"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,495,"          LOG.debug(""Rename "" + wap.p + "" to "" + dst);"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,498,"      String msg = ""Processed "" + editsCount + "" edits across "" + n + "" regions"" +"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,499,"        "" threw away edits for "" + (logWriters.size() - n) + "" regions"" +"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,500,"        ""; log file="" + logPath + "" is corrupted = "" + isCorrupted +"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,501,"        "" progress failed = "" + progress_failed;"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,502,      LOG.info(msg);
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,503,      status.markComplete(msg);
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,346,"  void joinCluster(final Set<ServerName> onlineServers) throws IOException,"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,358,"    Map<ServerName, List<Pair<HRegionInfo, Result>>> deadServers = rebuildUserRegions(onlineServers);"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,371,  /**
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,372,   * Only used for tests
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,373,   * @throws IOException
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,374,   * @throws KeeperException
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,375,   * @throws InterruptedException
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,376,   */
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,377,"  void joinCluster() throws IOException, KeeperException, InterruptedException {"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,378,    joinCluster(serverManager.getOnlineServers().keySet());
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,379,  }
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,380,
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,2512,"  Map<ServerName, List<Pair<HRegionInfo, Result>>> rebuildUserRegions("
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,2513,      final Set<ServerName> onlineServers)
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,600,    Set<ServerName> onlineServers = new HashSet<ServerName>(serverManager
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,601,        .getOnlineServers().keySet());
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,604,"    splitLogAfterStartup(this.fileSystemManager, onlineServers);"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,621,    this.assignmentManager.joinCluster(onlineServers);
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,641,
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,665,"  protected void splitLogAfterStartup(final MasterFileSystem mfs,"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,666,      Set<ServerName> onlineServers) {
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,667,    mfs.splitLogAfterStartup(onlineServers);
hbase-server/src/main/java/org/apache/hadoop/hbase/master/MasterFileSystem.java,193,  void splitLogAfterStartup(final Set<ServerName> onlineServers) {
hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java,203,      throw new PleaseHoldException(message);
hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java,250,
hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java,251,    if (this.deadservers.cleanPreviousInstance(serverName)) {
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRSKilledWhenMasterInitializing.java,101,"    protected void splitLogAfterStartup(MasterFileSystem mfs,"
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRSKilledWhenMasterInitializing.java,102,        Set<ServerName> onlineServers) {
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRSKilledWhenMasterInitializing.java,103,"      super.splitLogAfterStartup(mfs, onlineServers);"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,235,
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,738,"          cleanZK(server, this.parent.getRegionInfo());"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,831,"  private static void cleanZK(final Server server, final HRegionInfo hri) {"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,855,"  private static int createNodeSplitting(final ZooKeeperWatcher zkw,"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,856,"      final HRegionInfo region, final ServerName serverName)"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,857,"  throws KeeperException, IOException {"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,914,"  private static int transitionNodeSplitting(final ZooKeeperWatcher zkw,"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,915,"      final HRegionInfo parent,"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,916,"      final ServerName serverName, final int version)"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,917,"  throws KeeperException, IOException {"
hbase-server/src/main/java/org/apache/hadoop/hbase/io/HbaseObjectWritable.java,480,"        writeObject(out, list.get(i),"
hbase-server/src/main/java/org/apache/hadoop/hbase/io/HbaseObjectWritable.java,481,"                  list.get(i).getClass(), conf);"
hbase-server/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java,726,      // Certain znodes must be readable by non-authenticated clients
hbase-server/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java,727,      if ((node.equals(zkw.rootServerZNode) == true) ||
hbase-server/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java,729,          (node.equals(zkw.clusterIdZNode) == true)) {
hbase-server/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java,1241,}
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,361,   * @param onlineServers onlined servers when master started
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,429,"    for (Map.Entry<HRegionInfo, ServerName> e: this.regions.entrySet()) {"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,430,      if (!e.getKey().isMetaTable() && e.getValue() != null) {
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,431,"        LOG.debug(""Found "" + e + "" out on cluster"");"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,432,        this.failover = true;
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,433,        break;
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,434,      }
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,435,      if (nodes.contains(e.getKey().getEncodedName())) {
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,436,"        LOG.debug(""Found "" + e.getKey().getRegionNameAsString() + "" in RITs"");"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,437,        // Could be a meta region.
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,438,        this.failover = true;
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,439,        break;
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,2550,"   * @param onlineServers if one region's location belongs to onlineServers, it"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,2551,   *          doesn't need to be assigned.
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,2627,"          regions.put(regionInfo, regionLocation);"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,2628,"          addToServers(regionLocation, regionInfo);"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,3369,    this.servers.entrySet();
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,666,   * @param onlineServers
hbase-server/src/main/java/org/apache/hadoop/hbase/master/MasterFileSystem.java,190,   * @param onlineServers Set of online servers keyed by
hbase-server/src/main/java/org/apache/hadoop/hbase/master/MasterFileSystem.java,191,   * {@link ServerName}
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,183,"  static final String MERGEDIR = ""merges"";"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,88,"  private static final String SPLITDIR = ""splits"";"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,409,        finishInitialization(startupStatus);
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,552,/**
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,554,   *
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,566,   *
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,571,  private void finishInitialization(MonitoredTask status)
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,585,"    this.fileSystemManager = new MasterFileSystem(this, this, metrics);"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,595,    this.executorService = new ExecutorService(getServerName().toString());
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,596,
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,597,"    this.serverManager = createServerManager(this, this);"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,602,    // initialize master side coprocessors before we start handling requests
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,603,"    status.setStatus(""Initializing master coprocessors"");"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,604,"    this.cpHost = new MasterCoprocessorHost(this, this.conf);"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,605,
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,606,    // start up all service threads.
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,607,"    status.setStatus(""Initializing master service threads"");"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,608,    startServiceThreads();
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,622,    this.assignmentManager.startTimeOutMonitor();
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,650,    // Start balancer and meta catalog janitor after meta and regions have
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,651,    // been assigned.
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,652,"    status.setStatus(""Starting balancer and catalog janitor"");"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,653,    this.balancerChore = getAndStartBalancerChore(this);
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,654,"    this.catalogJanitorChore = new CatalogJanitor(this, this);"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,655,    startCatalogJanitorChore();
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,656,
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,657,    registerMBean();
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,667,    if (this.cpHost != null) {
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,668,      // don't let cp initialization errors kill the master
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,669,      try {
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,670,        this.cpHost.postStartMaster();
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,671,      } catch (IOException ioe) {
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,672,"        LOG.error(""Coprocessor postStartMaster() hook failed"", ioe);"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,1753,          initializeZKBasedSystemTrackers();
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,1754,          // Update in-memory structures to reflect our earlier Root/Meta assignment.
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,1755,          assignRootAndMeta(status);
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,1756,          // process RIT if any
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,1757,          // TODO: Why does this not call AssignmentManager.joinCluster?  Otherwise
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,1758,          // we are not processing dead servers if any.
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,1759,          assignmentManager.processDeadServersAndRegionsInTransition();
hbase-server/src/main/java/org/apache/hadoop/hbase/master/MasterFileSystem.java,88,      MasterMetrics metrics)
hbase-server/src/main/java/org/apache/hadoop/hbase/master/MasterFileSystem.java,110,      this.splitLogManager.finishInitialization();
hbase-server/src/main/java/org/apache/hadoop/hbase/master/SplitLogManager.java,185,  public void finishInitialization() {
hbase-server/src/main/java/org/apache/hadoop/hbase/master/SplitLogManager.java,186,"    Threads.setDaemonThreadRunning(timeoutMonitor.getThread(), serverName +"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/SplitLogManager.java,187,"      "".splitLogManagerTimeoutMonitor"");"
hbase-server/src/test/java/org/apache/hadoop/hbase/master/TestCatalogJanitor.java,168,"      this.mfs = new MasterFileSystem(server, this, null);"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,102,   * Run janitorial scan of catalog <code>.META.</code> table looking for
hbase-server/src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,103,   * garbage to collect.
hbase-server/src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,104,   * @throws IOException
hbase-server/src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,106,  void scan() throws IOException {
hbase-server/src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,131,"      if (cleanParent(e.getKey(), e.getValue())) cleaned++;"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,134,"      LOG.info(""Scanned "" + count.get() + "" catalog row(s) and gc'd "" + cleaned +"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,137,"      LOG.debug(""Scanned "" + count.get() + "" catalog row(s) and gc'd "" + cleaned +"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/ConstantSizeRegionSplitPolicy.java,27, * <p>This is the default split policy.</p>
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionSplitPolicy.java,34, * {@see ConstantSizeRegionSplitPolicy}
hbase-server/src/main/java/org/apache/hadoop/hbase/util/InfoServer.java,128,    int index = p.lastIndexOf(master);
hbase-server/src/main/java/org/apache/hadoop/hbase/util/InfoServer.java,130,"    return index == -1? p: p.substring(0, index);"
hbase-server/src/main/java/org/apache/hadoop/hbase/util/InfoServer.java,132,}
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2416,"     * Compare column, timestamp, and key type (everything except the row)."
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2417,"     * This method is used both in the normal comparator and the ""same-prefix"""
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2418,     * comparator. Note that we are assuming that row portions of both KVs have
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2419,"     * already been parsed and found identical, and we don't validate that"
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2420,     * assumption here.
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2421,     * @param commonPrefix the length of the common prefix of the two
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2422,"     *          key-values being compared, including row length and row"
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2426,      // Compare column family. Start comparing past row and family length.
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2427,      int lcolumnoffset = ROW_LENGTH_SIZE + FAMILY_LENGTH_SIZE +
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2428,          rowlength + loffset;
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2429,      int rcolumnoffset = ROW_LENGTH_SIZE + FAMILY_LENGTH_SIZE +
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2430,          rowlength + roffset;
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2431,      int lcolumnlength = llength - TIMESTAMP_TYPE_SIZE -
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2432,          (lcolumnoffset - loffset);
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2433,      int rcolumnlength = rlength - TIMESTAMP_TYPE_SIZE -
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2434,          (rcolumnoffset - roffset);
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2435,
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2436,"      // If row matches, and no column in the 'left' AND put type is 'minimum',"
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2437,      // then return that left is larger than right.
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2438,
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2439,      // This supports 'last key on a row' - the magic is if there is no column
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2440,"      // in the left operand, and the left operand has a type of '0' - magical"
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2441,"      // value, then we say the left is bigger.  This will let us seek to the"
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2442,      // last key in a row.
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2450,"      // ""lexicographically last column"" (it would be infinitely long).  The"
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2462,"        common = Math.max(0, commonPrefix -"
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2463,            rowlength - ROW_LENGTH_SIZE - FAMILY_LENGTH_SIZE);
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2464,"        common = Math.min(common, Math.min(lcolumnlength, rcolumnlength));"
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2466,
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2467,      final int comparisonResult = Bytes.compareTo(
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2468,"          left, lcolumnoffset + common, lcolumnlength - common,"
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2469,"          right, rcolumnoffset + common, rcolumnlength - common);"
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2470,      if (comparisonResult != 0) {
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2471,        return comparisonResult;
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2473,
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/KeyValueHeap.java,368,"          if (nextKV == null || comparator.compare(curKV, nextKV) <= 0) {"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,2388,    if(destServers.isEmpty()) return;
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,2391,"    Map<HRegionInfo, ServerName> allRegions ="
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,2392,"      MetaReader.fullScan(catalogTracker, this.zkTable.getDisabledTables(), true);"
hbase-server/src/test/java/org/apache/hadoop/hbase/master/TestAssignmentManager.java,869,    builder.setMoreResults(false);
hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValue.java,2463,      // compare the qualifiers.
hbase-server/src/test/java/org/apache/hadoop/hbase/TestKeyValue.java,62,  /**
hbase-server/src/test/java/org/apache/hadoop/hbase/TestKeyValue.java,176,    // meta keys values are not quite right.  A users can enter illegal values
hbase-server/src/test/java/org/apache/hadoop/hbase/TestKeyValue.java,182,    } catch (IllegalArgumentException iae) {
hbase-server/src/test/java/org/apache/hadoop/hbase/TestKeyValue.java,193,    // meta keys values are not quite right.  A users can enter illegal values
hbase-server/src/test/java/org/apache/hadoop/hbase/TestKeyValue.java,199,
hbase-server/src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,1751,"        LOG.debug(""Assigning region "" + state.getRegion().getRegionNameAsString() +"
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,598,    String compressionType;
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,599,    switch (type) {
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,600,"      case LZO: compressionType = ""LZO""; break;"
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,601,"      case GZ: compressionType = ""GZ""; break;"
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,602,"      case SNAPPY: compressionType = ""SNAPPY""; break;"
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,603,"      default: compressionType = ""NONE""; break;"
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,604,    }
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,605,"    return setValue(COMPRESSION, compressionType);"
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,671,    String compressionType;
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,672,    switch (type) {
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,673,"      case LZO: compressionType = ""LZO""; break;"
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,674,"      case GZ: compressionType = ""GZ""; break;"
hbase-server/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,675,"      case SNAPPY: compressionType = ""SNAPPY""; break;"
